1.0,2010.0, W,161206.0,224875.0,0.0,416400.0,0.0,31148.0
2.0,2010.0, W,161206.0,242375.0,0.0,469900.0,0.0,17952.0
3.0,2010.0, W,161206.0,225750.0,0.0,1169200.0,0.0,17952.0
4.0,2010.0, W,161206.0,228375.0,0.0,1339900.0,0.0,17952.0
5.0,2010.0, W,161206.0,250250.0,0.0,1185200.0,0.0,17952.0
6.0,2010.0, W,161206.0,224875.0,0.0,783000.0,0.0,18700.0
7.0,2010.0, W,161206.0,231000.0,0.0,383300.0,0.0,18700.0
8.0,2010.0, W,161206.0,248500.0,0.0,179900.0,0.0,47124.0
9.0,2010.0, W,161206.0,280000.0,0.0,40900.0,0.0,47124.0
10.0,2010.0, W,161206.0,306500.0,0.0,12300.0,0.0,47872.0
11.0,2010.0, W,161206.0,293125.0,0.0,14400.0,0.0,42137.0
12.0,2010.0, W,161206.0,268625.0,0.0,37400.0,0.0,42137.0
1.0,2011.0, W,161206.0,224875.0,0.0,335900.0,0.0,42137.0
2.0,2011.0, W,161206.0,105043.0,0.0,595200.0,0.0,18700.0
3.0,2011.0, W,161206.0,117632.0,0.0,1325900.0,0.0,18700.0
4.0,2011.0, W,161206.0,122135.0,0.0,1339900.0,0.0,18700.0
5.0,2011.0, W,161206.0,114934.0,0.0,1247100.0,0.0,19448.0
6.0,2011.0, W,161206.0,117819.0,0.0,1043600.0,0.0,19448.0
7.0,2011.0, W,161206.0,118782.0,0.0,602300.0,0.0,19448.0
8.0,2011.0, W,161206.0,112792.0,0.0,208700.0,0.0,40641.0
9.0,2011.0, W,161206.0,130036.0,0.0,26400.0,0.0,40641.0
10.0,2011.0, W,161206.0,151493.0,0.0,12300.0,0.0,40641.0
11.0,2011.0, W,161206.0,146305.0,0.0,10000.0,0.0,35655.0
12.0,2011.0, W,161206.0,125735.0,0.0,11500.0,0.0,35655.0
1.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
2.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
3.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
4.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
5.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
6.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
7.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
8.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
9.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
10.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
11.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
12.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
1.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
2.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
3.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
4.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
5.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
6.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
7.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
8.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
9.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
10.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
11.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
12.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
1.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
2.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
3.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
4.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
5.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
6.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
7.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
8.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
9.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
10.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
11.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
12.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
1.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
2.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
3.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
4.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
5.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
6.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
7.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
8.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
9.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
10.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
11.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
12.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
1.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
2.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
3.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
4.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
5.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
6.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
7.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
8.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
9.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
10.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
11.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
12.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
1.0,2004.0, G,161206.0,299700.0,0.0,327300.0,0.0,0.0
2.0,2004.0, G,161206.0,314800.0,0.0,395500.0,0.0,0.0
3.0,2004.0, G,161206.0,169875.0,0.0,684400.0,0.0,0.0
4.0,2004.0, G,161206.0,301000.0,0.0,1795800.0,0.0,0.0
5.0,2004.0, G,161206.0,323750.0,0.0,1660700.0,0.0,0.0
6.0,2004.0, G,161206.0,509250.0,0.0,1379600.0,0.0,0.0
7.0,2004.0, G,161206.0,349125.0,0.0,852300.0,0.0,0.0
8.0,2004.0, G,161206.0,384125.0,0.0,271700.0,0.0,0.0
9.0,2004.0, G,161206.0,108500.0,0.0,614000.0,0.0,0.0
10.0,2004.0, G,161206.0,105000.0,0.0,430400.0,0.0,0.0
11.0,2004.0, G,161206.0,109375.0,0.0,458500.0,0.0,0.0
12.0,2004.0, G,161206.0,98875.0,0.0,237300.0,0.0,0.0
1.0,2005.0, G,161206.0,288750.0,0.0,518000.0,0.0,0.0
2.0,2005.0, G,161206.0,342125.0,0.0,806700.0,0.0,0.0
3.0,2005.0, G,161206.0,335125.0,0.0,1693600.0,0.0,0.0
4.0,2005.0, G,161206.0,287000.0,0.0,2340100.0,0.0,0.0
5.0,2005.0, G,161206.0,309750.0,0.0,1941900.0,0.0,0.0
6.0,2005.0, G,161206.0,280000.0,0.0,1801900.0,0.0,0.0
7.0,2005.0, G,161206.0,305375.0,0.0,850400.0,0.0,0.0
8.0,2005.0, G,161206.0,413875.0,0.0,559100.0,0.0,0.0
9.0,2005.0, G,161206.0,458500.0,0.0,250100.0,0.0,0.0
10.0,2005.0, G,161206.0,535500.0,0.0,171400.0,0.0,0.0
11.0,2005.0, G,161206.0,523250.0,0.0,216200.0,0.0,0.0
12.0,2005.0, G,161206.0,469875.0,0.0,335600.0,0.0,0.0
1.0,2006.0, G,161206.0,357875.0,0.0,572300.0,0.0,0.0
2.0,2006.0, G,161206.0,330750.0,0.0,898800.0,0.0,0.0
3.0,2006.0, G,161206.0,282625.0,0.0,1726100.0,0.0,0.0
4.0,2006.0, G,161206.0,269500.0,0.0,1338800.0,0.0,0.0
5.0,2006.0, G,161206.0,284375.0,0.0,1591000.0,0.0,0.0
6.0,2006.0, G,161206.0,271250.0,0.0,1298000.0,0.0,0.0
7.0,2006.0, G,161206.0,313250.0,0.0,710000.0,0.0,0.0
8.0,2006.0, G,161206.0,361375.0,0.0,508500.0,0.0,0.0
9.0,2006.0, G,161206.0,431375.0,0.0,291800.0,0.0,0.0
10.0,2006.0, G,161206.0,589750.0,0.0,264900.0,0.0,0.0
11.0,2006.0, G,161206.0,492625.0,0.0,409400.0,0.0,0.0
12.0,2006.0, G,161206.0,461125.0,0.0,588800.0,0.0,0.0
1.0,2007.0, G,161206.0,343000.0,0.0,820200.0,0.0,119680.0
2.0,2007.0, G,161206.0,287000.0,0.0,877500.0,0.0,24684.0
3.0,2007.0, G,161206.0,336000.0,0.0,1431300.0,0.0,24684.0
4.0,2007.0, G,161206.0,269500.0,0.0,1157700.0,0.0,24684.0
5.0,2007.0, G,161206.0,311500.0,0.0,1979500.0,0.0,29920.0
6.0,2007.0, G,161206.0,135625.0,0.0,1210100.0,0.0,29920.0
7.0,2007.0, G,161206.0,302750.0,0.0,976900.0,0.0,29920.0
8.0,2007.0, G,161206.0,310625.0,0.0,430900.0,0.0,108707.0
9.0,2007.0, G,161206.0,597625.0,0.0,149900.0,0.0,108707.0
10.0,2007.0, G,161206.0,406625.0,0.0,175300.0,0.0,108707.0
11.0,2007.0, G,161206.0,421750.0,0.0,459500.0,0.0,132643.0
12.0,2007.0, G,161206.0,431375.0,0.0,339000.0,0.0,132643.0
1.0,2008.0, G,161206.0,413000.0,0.0,410000.0,0.0,132643.0
2.0,2008.0, G,161206.0,309750.0,0.0,1018000.0,0.0,23936.0
3.0,2008.0, G,161206.0,269500.0,0.0,1304000.0,0.0,23936.0
4.0,2008.0, G,161206.0,288750.0,0.0,1348000.0,0.0,23936.0
5.0,2008.0, G,161206.0,313250.0,0.0,1381400.0,0.0,28424.0
6.0,2008.0, G,161206.0,278250.0,0.0,1225300.0,0.0,28424.0
7.0,2008.0, G,161206.0,273875.0,0.0,516800.0,0.0,28424.0
8.0,2008.0, G,161206.0,273875.0,0.0,374000.0,0.0,100232.0
9.0,2008.0, G,161206.0,407750.0,0.0,198100.0,0.0,100980.0
10.0,2008.0, G,161206.0,371000.0,0.0,0.0,0.0,100980.0
11.0,2008.0, G,161206.0,318500.0,0.0,31100.0,0.0,70312.0
12.0,2008.0, G,161206.0,287875.0,0.0,11000.0,0.0,69564.0
1.0,2009.0, G,161206.0,257250.0,0.0,354600.0,0.0,69564.0
2.0,2009.0, G,161206.0,347375.0,0.0,732700.0,0.0,23188.0
3.0,2009.0, G,161206.0,227500.0,0.0,1161000.0,0.0,23188.0
4.0,2009.0, G,161206.0,261625.0,0.0,1655200.0,0.0,23188.0
5.0,2009.0, G,161206.0,126875.0,0.0,1311000.0,0.0,27676.0
6.0,2009.0, G,161206.0,252000.0,0.0,1045300.0,0.0,27676.0
7.0,2009.0, G,161206.0,224000.0,0.0,543900.0,0.0,27676.0
8.0,2009.0, G,161206.0,242375.0,0.0,225700.0,0.0,53856.0
9.0,2009.0, G,161206.0,265125.0,0.0,123800.0,0.0,53856.0
10.0,2009.0, G,161206.0,275625.0,0.0,58100.0,0.0,54604.0
11.0,2009.0, G,161206.0,308875.0,0.0,19900.0,0.0,38896.0
12.0,2009.0, G,161206.0,259000.0,0.0,49000.0,0.0,38896.0
1.0,2010.0, W,161206.0,224875.0,0.0,416400.0,0.0,31148.0
2.0,2010.0, W,161206.0,242375.0,0.0,469900.0,0.0,17952.0
3.0,2010.0, W,161206.0,225750.0,0.0,1169200.0,0.0,17952.0
4.0,2010.0, W,161206.0,228375.0,0.0,1339900.0,0.0,17952.0
5.0,2010.0, W,161206.0,250250.0,0.0,1185200.0,0.0,17952.0
6.0,2010.0, W,161206.0,224875.0,0.0,783000.0,0.0,18700.0
7.0,2010.0, W,161206.0,231000.0,0.0,383300.0,0.0,18700.0
8.0,2010.0, W,161206.0,248500.0,0.0,179900.0,0.0,47124.0
9.0,2010.0, W,161206.0,280000.0,0.0,40900.0,0.0,47124.0
10.0,2010.0, W,161206.0,306500.0,0.0,12300.0,0.0,47872.0
11.0,2010.0, W,161206.0,293125.0,0.0,14400.0,0.0,42137.0
12.0,2010.0, W,161206.0,268625.0,0.0,37400.0,0.0,42137.0
1.0,2011.0, W,161206.0,224875.0,0.0,335900.0,0.0,42137.0
2.0,2011.0, W,161206.0,105043.0,0.0,595200.0,0.0,18700.0
3.0,2011.0, W,161206.0,117632.0,0.0,1325900.0,0.0,18700.0
4.0,2011.0, W,161206.0,122135.0,0.0,1339900.0,0.0,18700.0
5.0,2011.0, W,161206.0,114934.0,0.0,1247100.0,0.0,19448.0
6.0,2011.0, W,161206.0,117819.0,0.0,1043600.0,0.0,19448.0
7.0,2011.0, W,161206.0,118782.0,0.0,602300.0,0.0,19448.0
8.0,2011.0, W,161206.0,112792.0,0.0,208700.0,0.0,40641.0
9.0,2011.0, W,161206.0,130036.0,0.0,26400.0,0.0,40641.0
10.0,2011.0, W,161206.0,151493.0,0.0,12300.0,0.0,40641.0
11.0,2011.0, W,161206.0,146305.0,0.0,10000.0,0.0,35655.0
12.0,2011.0, W,161206.0,125735.0,0.0,11500.0,0.0,35655.0
1.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
2.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
3.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
4.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
5.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
6.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
7.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
8.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
9.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
10.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
11.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
12.0,2012.0, W, Y,161206.0,0.0,0.0,0.0,0.0
1.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
2.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
3.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
4.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
5.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
6.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
7.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
8.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
9.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
10.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
11.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
12.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
1.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
2.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
3.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
4.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
5.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
6.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
7.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
8.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
9.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
10.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
11.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
12.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
1.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
2.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
3.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
4.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
5.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
6.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
7.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
8.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
9.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
10.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
11.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
12.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
1.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
2.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
3.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
4.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
5.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
6.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
7.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
8.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
9.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
10.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
11.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
12.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
1.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
2.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
3.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
4.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
5.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
6.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
7.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
8.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
9.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
10.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
11.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
12.0,2013.0, W, Y,161206.0,0.0,0.0,0.0,0.0
1.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
2.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
3.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
4.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
5.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
6.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
7.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
8.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
9.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
10.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
11.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
12.0,2014.0, Y, G,161206.0,0.0,0.0,0.0,0.0
1.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
2.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
3.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
4.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
5.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
6.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
7.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
8.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
9.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
10.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
11.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
12.0,2015.0, Y, G,161206.0,0.0,0.0,0.0,0.0
1.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
2.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
3.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
4.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
5.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
6.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
7.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
8.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
9.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
10.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
11.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
12.0,2016.0, Y, G,161206.0,0.0,0.0,0.0,0.0
1.0,2004.0, G,161206.0,299700.0,0.0,327300.0,0.0,0.0
2.0,2004.0, G,161206.0,314800.0,0.0,395500.0,0.0,0.0
3.0,2004.0, G,161206.0,169875.0,0.0,684400.0,0.0,0.0
4.0,2004.0, G,161206.0,301000.0,0.0,1795800.0,0.0,0.0
5.0,2004.0, G,161206.0,323750.0,0.0,1660700.0,0.0,0.0
6.0,2004.0, G,161206.0,509250.0,0.0,1379600.0,0.0,0.0
7.0,2004.0, G,161206.0,349125.0,0.0,852300.0,0.0,0.0
8.0,2004.0, G,161206.0,384125.0,0.0,271700.0,0.0,0.0
9.0,2004.0, G,161206.0,108500.0,0.0,614000.0,0.0,0.0
10.0,2004.0, G,161206.0,105000.0,0.0,430400.0,0.0,0.0
11.0,2004.0, G,161206.0,109375.0,0.0,458500.0,0.0,0.0
12.0,2004.0, G,161206.0,98875.0,0.0,237300.0,0.0,0.0
1.0,2005.0, G,161206.0,288750.0,0.0,518000.0,0.0,0.0
2.0,2005.0, G,161206.0,342125.0,0.0,806700.0,0.0,0.0
3.0,2005.0, G,161206.0,335125.0,0.0,1693600.0,0.0,0.0
4.0,2005.0, G,161206.0,287000.0,0.0,2340100.0,0.0,0.0
